Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
15404,1,15,19,2,N,H,Y,B,B,E,3,H,B,15,1,A,K,N,35,10,Y,22,E,2,40,1,2,3,N,N,D,2,4
15406,1,1,16,5,C,A,Y,B,B,D,12,L,B,15,1,A,B,N,27,13,Y,12,C,2,40,1,21,6,N,N,E,4,2
15412,0,11,23,4,N,K,Y,B,B,E,7,J,B,10,2,A,K,Y,92,18,N,13,A,2,40,1,1,5,Y,Y,C,4,2
15413,1,9,15,1,W,H,N,B,B,F,8,H,B,15,1,A,O,N,68,13,N,4,B,2,25,1,14,3,N,N,A,3,1
15414,0,13,21,1,W,H,N,B,C,E,8,J,B,10,1,A,K,N,48,16,N,6,B,2,40,1,13,5,N,N,A,2,1
15422,1,12,19,4,B,C,N,B,B,D,8,B,B,10,1,D,A,N,51,13,N,3,A,3,40,1,17,4,Y,N,E,3,2
15423,1,16,13,4,B,I,N,B,B,F,12,H,B,10,1,A,J,Y,90,9,N,12,A,2,40,1,5,1,Y,Y,E,2,4
15425,1,19,18,2,N,K,N,D,D,E,12,J,B,20,1,C,K,Y,78,13,N,13,C,2,37,1,1,6,Y,Y,C,2,1
15426,1,6,20,4,N,K,N,B,B,E,8,H,B,20,1,A,R,N,67,7,N,22,A,3,40,1,18,3,N,N,D,3,12
15429,1,17,5,3,B,A,N,B,B,D,8,B,B,15,3,A,I,N,21,8,N,11,A,1,34,1,6,7,N,N,A,1,5
15432,1,4,18,4,B,I,N,B,B,E,8,J,B,10,1,A,K,Y,48,9,N,11,A,1,28,1,6,4,Y,Y,D,1,5
15433,1,4,9,2,N,H,N,B,B,E,3,J,B,10,1,A,R,N,38,7,Y,8,B,2,40,1,9,7,N,N,A,4,1
15435,1,8,12,6,N,K,Y,B,B,E,3,M,B,20,1,A,K,Y,91,11,Y,11,A,2,28,1,20,4,Y,Y,E,2,9
15438,1,3,19,9,C,K,Y,B,B,E,7,H,B,20,1,C,R,N,75,10,N,12,C,1,31,1,1,3,N,N,E,1,1
15439,1,11,20,4,N,H,Y,B,B,E,8,J,B,10,1,A,R,N,61,12,N,15,B,1,37,1,16,6,N,N,A,1,1
15440,0,4,5,4,N,K,Y,B,B,E,8,J,B,10,3,A,J,N,58,9,N,4,C,1,40,1,18,3,Y,N,E,1,1
15441,1,2,7,4,N,A,N,B,B,D,12,L,B,20,1,A,I,N,43,9,N,7,C,2,25,1,4,1,Y,N,E,2,1
15442,1,12,12,8,N,C,N,B,C,D,3,B,C,15,1,A,I,N,50,12,N,3,B,1,37,1,2,2,Y,N,E,1,1
15443,1,12,13,3,N,K,Y,B,B,E,7,H,B,15,1,A,K,Y,44,11,Y,17,A,2,40,1,17,7,Y,Y,E,6,4
15446,1,17,9,3,N,K,Y,C,B,F,2,H,C,20,3,A,M,N,92,13,N,7,A,2,40,1,16,6,Y,N,E,2,1
15448,0,16,17,3,B,B,N,B,B,D,7,B,B,15,1,A,B,N,40,10,N,11,B,1,37,1,9,1,Y,N,C,1,1
15452,1,15,10,2,N,K,N,B,B,E,3,H,B,20,1,A,R,Y,72,13,N,9,A,1,31,1,7,7,Y,Y,E,1,3
15453,0,9,10,7,N,H,N,B,B,B,3,B,B,10,1,A,B,N,69,17,Y,12,A,2,37,1,10,1,N,N,A,3,7
15455,0,5,8,1,B,K,Y,B,A,E,12,I,B,20,2,A,J,Y,91,8,N,12,C,1,31,1,19,6,Y,Y,E,1,1
15457,0,6,14,2,S,A,Y,B,B,D,3,B,B,20,3,A,I,N,53,6,N,6,A,1,34,1,1,6,Y,N,E,2,2
15458,0,9,12,8,N,C,N,B,B,D,12,B,C,15,1,A,B,N,89,12,N,3,A,3,34,1,6,6,Y,N,E,5,10
15462,0,3,7,3,B,H,N,B,B,E,7,H,B,10,1,A,R,N,33,11,N,3,B,2,22,1,8,6,Y,N,E,2,1
15464,1,15,18,4,N,K,N,B,B,E,3,H,B,15,1,A,M,N,27,10,N,5,A,1,31,1,21,7,N,N,A,1,3
15465,0,2,15,5,C,A,N,B,B,B,2,F,B,10,3,A,I,N,45,11,N,17,A,2,31,1,22,1,Y,N,E,2,1
15467,1,3,8,2,N,B,N,B,B,D,2,L,B,20,1,A,I,N,86,12,Y,4,A,2,31,1,16,6,N,N,A,3,2
15469,0,4,9,1,S,I,N,B,B,E,2,J,B,5,3,A,J,N,76,11,N,15,A,2,31,1,25,3,Y,N,E,4,5
15470,1,13,12,3,W,C,N,B,B,D,12,L,B,15,1,A,I,N,79,17,N,14,A,2,28,1,13,7,Y,N,E,2,6
15472,1,5,13,4,N,A,Y,B,B,B,12,B,B,20,1,A,B,N,76,10,N,12,C,2,22,1,15,6,Y,N,E,2,10
15473,1,2,17,1,C,K,Y,B,B,E,3,H,B,15,2,N,N,N,47,22,N,13,A,2,31,1,22,6,Y,N,E,2,8
15474,0,14,22,1,E,C,N,B,B,D,12,A,B,10,3,H,I,Y,69,8,N,6,B,2,40,1,4,7,N,Y,A,2,2
15475,1,12,20,2,N,H,N,B,B,E,8,H,B,10,1,A,R,Y,98,10,Y,16,B,2,40,1,1,4,Y,Y,E,2,1
15477,0,9,21,3,N,H,N,B,B,E,3,J,B,10,1,A,K,N,4,13,N,6,B,2,34,1,18,3,N,N,A,5,1
15478,1,6,15,2,B,A,Y,B,B,D,12,B,B,20,3,A,C,N,73,9,Y,15,A,2,31,1,21,4,Y,N,E,2,5
15481,1,19,18,4,N,A,N,B,B,D,7,B,B,20,1,A,B,N,43,11,Y,3,A,1,28,1,1,3,Y,N,E,1,2
15482,0,9,17,1,B,A,Y,B,B,D,3,B,B,10,3,A,H,N,28,5,N,16,A,2,40,1,17,7,N,N,A,2,2
15486,0,5,19,3,E,A,N,B,B,D,8,B,B,10,3,A,G,N,45,10,N,11,C,1,31,1,20,4,Y,N,E,3,1
15487,1,15,18,4,B,H,Y,B,B,D,8,B,D,20,2,A,B,N,94,18,N,6,A,1,28,1,2,7,N,N,A,1,4
15489,1,15,19,2,N,C,Y,B,B,D,12,B,B,10,3,A,I,N,10,14,N,16,A,1,22,1,2,1,Y,N,C,1,12
15490,0,9,5,3,N,C,Y,B,B,D,8,B,B,15,1,A,B,N,93,17,N,10,A,2,40,1,11,6,Y,N,A,2,4
15491,1,19,8,5,N,K,N,B,B,E,12,H,B,5,1,A,R,N,47,12,N,10,A,1,31,1,1,5,N,N,A,1,6
15493,0,7,16,1,B,K,N,D,B,E,8,J,B,10,3,A,K,N,97,9,N,18,A,1,40,1,17,6,Y,N,E,1,11
15494,1,7,15,2,B,A,Y,B,B,D,8,B,B,20,3,A,B,N,63,6,Y,2,A,2,37,1,12,4,Y,N,E,2,1
15495,1,11,8,6,N,K,Y,B,B,E,7,J,B,10,2,A,R,N,15,25,N,14,A,3,40,1,15,7,N,N,A,3,2
15497,1,15,15,2,N,H,Y,B,B,D,3,B,B,10,1,A,B,N,47,13,Y,4,A,2,31,1,18,6,Y,N,E,2,2
15498,1,6,11,1,B,A,Y,B,B,D,7,B,B,20,3,A,B,N,62,8,N,9,A,2,31,1,1,6,Y,N,E,2,3
15499,1,19,22,1,N,H,N,B,B,B,12,B,B,20,1,A,E,N,41,32,N,14,A,3,25,1,21,4,N,N,A,3,4
15502,1,19,18,5,B,I,N,B,B,F,3,H,B,20,1,A,R,N,31,15,N,8,A,2,25,1,5,4,Y,N,D,6,5
15503,1,4,7,5,H,B,Y,B,B,B,7,B,B,10,1,A,I,N,46,11,N,11,A,1,37,1,18,3,Y,N,E,1,5
15505,0,15,11,2,N,C,N,B,B,D,8,B,B,20,1,A,B,N,40,10,Y,2,B,1,31,1,12,7,Y,N,E,1,1
15508,0,7,5,3,B,A,Y,B,B,B,2,B,B,10,3,A,B,N,100,12,Y,21,A,2,34,1,7,1,Y,N,C,2,4
15509,0,16,11,7,G,B,Y,B,C,D,12,B,B,15,1,A,D,N,67,10,Y,18,A,2,37,1,19,4,Y,N,D,2,8
15511,0,1,12,1,C,K,N,B,B,E,3,J,B,20,2,N,K,N,29,18,N,20,A,2,40,1,21,4,N,N,E,2,7
15512,0,17,2,2,N,A,N,D,B,D,8,B,B,10,2,A,B,N,45,7,Y,9,B,2,28,1,11,2,N,N,A,4,1
15517,1,6,18,1,E,K,N,B,B,E,3,H,B,10,3,A,K,N,27,10,N,6,A,2,34,1,22,1,Y,N,E,2,3
15522,1,10,18,1,W,C,N,B,B,D,8,B,B,20,3,A,I,N,44,16,N,4,B,2,37,1,17,7,Y,N,A,2,1
15524,0,15,8,5,N,H,N,B,B,E,7,H,B,5,1,A,R,Y,75,11,N,12,B,2,25,1,1,5,Y,Y,E,2,1
15525,1,16,18,2,N,B,N,B,B,D,7,B,B,10,3,C,I,Y,92,10,Y,9,A,2,31,1,16,3,Y,Y,E,2,2
15526,1,17,15,1,S,I,Y,B,B,E,7,J,B,5,2,C,R,N,67,8,N,10,A,2,34,1,21,6,Y,N,E,2,11
15527,0,3,4,3,C,K,N,B,B,E,3,H,B,10,1,N,R,N,38,10,N,2,A,2,40,1,17,3,N,N,A,3,1
15529,1,9,8,6,B,H,Y,B,B,D,7,B,B,20,1,A,A,N,89,18,N,6,A,2,28,1,2,3,N,N,A,2,5
15530,1,3,4,3,N,A,N,B,B,B,2,L,B,10,1,A,I,Y,47,13,N,6,A,2,37,1,6,4,Y,Y,E,2,3
15536,1,19,20,5,W,I,N,B,B,E,8,J,B,5,1,A,K,N,42,7,N,14,A,2,22,1,21,6,Y,N,E,2,8
15537,1,12,12,1,W,B,N,B,B,D,12,E,B,15,1,C,D,N,52,12,N,16,A,1,40,1,11,7,Y,N,D,1,3
15538,1,9,17,1,B,C,N,B,B,D,7,B,B,20,1,A,E,N,88,12,Y,7,A,2,25,1,15,6,Y,N,E,4,2
15539,0,19,2,2,B,I,N,B,B,F,2,H,B,15,3,A,R,N,7,18,Y,9,A,1,40,1,2,6,Y,N,E,1,2
15541,1,5,6,4,B,I,Y,B,B,E,3,I,B,10,2,A,M,N,55,9,Y,4,A,2,40,1,18,4,Y,N,D,4,4
15544,0,12,19,7,E,K,Y,B,B,E,12,H,B,10,1,A,K,Y,88,16,Y,16,A,2,22,1,5,1,Y,Y,E,2,7
15545,0,6,5,2,B,K,N,B,B,E,2,J,B,15,3,A,J,N,52,10,N,5,A,2,31,1,12,4,Y,N,E,5,1
15549,1,18,11,8,N,B,N,B,B,D,7,B,B,10,1,A,I,N,31,10,N,12,E,1,28,1,1,6,Y,N,C,2,8
15550,1,19,19,6,N,C,Y,B,B,D,12,L,B,15,1,A,B,N,26,12,N,15,A,5,40,1,21,5,N,N,A,5,10
15551,1,9,15,6,N,A,N,B,B,D,2,L,B,10,1,A,I,N,88,8,N,9,A,2,31,1,2,3,N,N,A,3,6
15553,0,7,17,5,B,A,N,B,B,D,3,B,A,15,1,A,I,N,93,6,Y,19,A,1,34,1,17,7,N,N,E,1,11
15554,1,7,8,3,N,K,Y,B,B,E,12,H,C,20,3,A,K,N,94,9,Y,17,A,3,25,1,12,4,Y,N,E,3,9
15556,0,5,14,2,C,A,Y,B,B,D,12,B,B,20,3,A,B,N,41,10,N,9,B,2,31,1,14,7,Y,N,E,2,1
15558,0,6,7,2,B,A,N,B,B,D,8,B,B,10,1,A,B,N,36,9,N,4,A,1,31,1,24,3,Y,N,E,1,1
15559,1,19,17,5,N,K,N,B,B,E,3,J,B,15,1,A,R,N,84,8,N,14,A,2,37,1,20,6,Y,N,C,2,10
15562,1,6,18,2,S,A,N,B,D,D,8,B,B,10,1,A,I,N,8,7,Y,15,A,2,37,1,19,6,Y,N,E,2,3
15563,1,7,16,1,N,H,N,B,A,F,3,J,B,5,1,A,R,N,42,9,Y,4,B,2,31,1,21,5,N,N,B,1,10
15564,1,4,18,3,B,H,N,B,B,D,3,A,B,10,3,A,A,Y,93,14,N,16,C,3,25,1,7,4,Y,Y,D,4,3
15565,1,13,6,4,N,C,N,B,B,D,12,L,B,20,3,A,I,N,100,25,Y,15,A,2,34,1,12,4,Y,N,E,2,3
15566,0,13,17,1,W,H,Y,B,B,E,3,H,B,20,2,A,K,N,44,12,Y,4,B,2,22,1,4,6,Y,N,C,2,1
15569,0,2,18,5,C,A,Y,B,B,D,12,D,B,20,1,A,B,N,55,11,Y,12,A,2,40,1,24,6,Y,N,E,2,5
15570,1,6,12,4,C,K,Y,B,B,E,12,H,B,20,2,A,K,N,100,7,N,18,A,2,31,1,18,3,Y,N,D,2,5
15572,1,6,4,3,H,A,N,B,B,D,8,B,B,15,2,A,B,Y,83,6,N,13,C,2,31,1,1,6,Y,Y,E,4,1
15573,1,18,19,6,W,K,Y,B,B,E,12,J,B,15,1,A,K,N,89,8,N,10,C,2,40,1,11,2,Y,N,E,4,1
15574,0,9,3,2,N,B,Y,B,B,D,12,B,B,20,1,A,A,N,7,8,N,13,C,1,40,1,18,4,N,N,A,1,2
15575,1,15,6,4,N,H,Y,B,B,D,3,B,B,15,1,A,B,N,40,16,N,7,C,2,37,1,18,5,Y,N,E,2,6
15576,1,5,5,3,C,A,N,B,B,D,8,B,B,10,3,N,C,Y,76,8,N,10,C,2,40,1,16,2,Y,Y,E,2,3
15581,0,6,15,1,N,A,Y,B,B,D,3,B,B,15,1,A,B,N,86,10,N,8,A,2,28,1,18,4,Y,N,D,4,5
15584,1,6,9,6,B,A,Y,B,B,D,3,B,B,15,3,A,B,N,39,7,Y,13,A,2,40,1,25,7,Y,N,E,2,7
15585,0,18,1,1,N,A,Y,B,B,D,8,B,B,20,3,A,A,N,53,6,N,6,B,2,40,1,19,5,N,N,E,2,1
15590,0,16,18,4,B,K,Y,B,B,E,7,J,B,15,2,C,N,Y,92,11,N,22,A,7,34,1,17,4,Y,Y,C,7,11
15591,0,3,6,4,N,H,N,B,B,D,3,B,B,10,1,A,B,Y,36,12,N,4,C,2,28,1,19,3,Y,Y,E,4,2
15593,1,7,7,5,N,B,Y,B,B,D,3,B,B,20,3,A,E,N,77,6,Y,9,A,2,25,1,15,3,Y,N,C,3,1
15596,1,11,2,1,N,K,Y,B,B,E,12,H,B,10,1,A,K,N,2,12,N,4,A,2,31,1,16,4,N,N,A,4,2
15597,1,7,9,6,B,A,N,B,B,B,12,B,B,10,3,A,E,N,37,9,N,2,B,2,25,1,15,7,Y,N,E,2,1
15599,0,19,18,4,N,A,Y,B,B,D,3,B,B,10,1,A,I,N,57,10,N,9,A,1,37,1,1,4,N,N,E,3,2
15601,1,6,19,1,B,I,N,B,B,G,3,H,B,15,1,A,R,N,59,9,Y,14,A,1,40,1,1,5,Y,N,E,1,10
15606,1,6,18,2,B,A,N,B,B,D,12,B,B,20,1,A,B,N,57,9,N,12,A,1,37,1,1,4,Y,N,D,1,4
15607,1,10,8,6,N,C,N,B,B,D,8,E,A,20,1,A,I,N,29,15,N,3,B,2,22,1,5,3,Y,N,C,3,1
15609,1,9,13,3,B,I,Y,B,D,E,2,J,B,10,3,A,K,N,91,16,N,5,A,2,40,1,8,4,Y,N,C,4,4
15611,0,5,2,1,B,I,N,B,B,F,2,H,B,15,3,A,R,N,48,10,Y,17,A,1,40,1,17,6,Y,N,E,1,12
15612,0,18,17,2,N,K,N,B,B,E,8,H,D,5,2,A,R,Y,85,7,N,6,A,2,34,1,20,6,Y,Y,E,5,2
15613,0,2,17,3,C,A,N,B,B,D,12,B,B,10,2,A,E,Y,100,8,N,21,A,2,25,1,6,1,Y,Y,E,4,8
15620,1,2,20,1,C,B,Y,D,B,B,7,B,B,20,3,A,E,N,54,24,N,9,A,4,31,1,24,5,Y,N,E,2,1
15621,0,12,18,1,E,H,Y,B,B,D,3,B,B,15,2,A,A,N,12,18,N,9,A,1,34,1,21,6,N,N,B,1,1
15623,0,15,18,1,N,H,N,B,B,D,3,B,B,5,1,A,A,N,17,11,N,17,B,2,37,1,13,6,N,N,A,2,1
15625,0,18,18,1,B,B,Y,B,D,D,3,B,B,15,2,A,I,N,26,7,N,11,B,2,37,1,8,6,N,N,E,2,1
15627,1,14,2,1,N,C,N,B,B,D,3,L,B,15,3,A,I,N,38,21,Y,13,A,2,37,1,17,3,Y,N,E,2,2
15628,0,12,21,1,W,C,Y,B,B,D,2,L,B,5,1,A,D,N,65,16,Y,3,B,2,37,1,5,6,N,N,A,2,1
15631,0,13,21,5,N,C,Y,B,B,D,8,L,B,10,1,A,I,N,67,12,N,22,A,1,25,1,20,4,Y,N,E,1,5
15638,1,12,20,4,W,A,Y,B,B,D,8,L,B,5,1,A,E,Y,61,12,Y,4,A,2,40,2,3,7,Y,Y,E,3,2
15639,0,17,14,4,B,A,N,B,B,D,12,B,B,20,1,A,I,N,49,9,N,2,B,2,25,1,16,5,Y,N,E,2,1
15640,0,12,16,4,N,H,N,B,B,F,3,H,D,15,1,A,K,N,28,10,N,4,B,2,31,1,5,4,N,N,A,3,1
15645,0,2,4,3,C,A,Y,B,B,D,8,B,B,20,1,N,B,Y,70,11,N,10,C,2,37,1,8,7,Y,Y,E,2,1
15647,1,2,8,4,N,K,N,B,B,E,12,H,B,15,1,A,R,N,36,25,Y,7,A,2,40,1,25,5,Y,N,E,2,1
15649,1,15,24,4,N,H,Y,B,B,E,3,H,B,15,1,A,J,N,31,15,N,5,E,2,34,1,1,4,Y,N,C,6,1
15652,1,1,15,3,N,K,N,B,C,E,8,H,B,15,1,A,R,N,40,16,N,13,A,3,34,1,21,5,Y,N,D,2,4
15654,1,11,2,1,G,K,N,B,C,E,7,H,B,5,1,A,K,N,88,13,Y,5,A,2,40,1,1,7,Y,N,E,2,1
15657,1,16,7,4,B,K,Y,B,B,E,3,H,B,10,3,A,R,Y,84,13,N,11,A,3,31,1,5,6,Y,N,E,3,2
15658,0,17,3,2,N,K,Y,B,B,E,3,M,B,15,3,A,R,N,34,8,N,3,A,2,22,1,15,1,N,N,A,4,2
15668,0,7,15,2,B,K,N,B,D,E,7,J,B,20,3,A,J,N,43,9,N,12,A,1,31,1,18,3,Y,N,D,1,8
15673,1,17,12,2,N,H,N,B,B,E,3,J,B,20,1,A,K,N,54,8,N,5,E,2,34,1,1,3,Y,N,B,4,2
15674,1,18,19,1,N,H,N,B,B,E,7,J,B,20,1,A,K,N,37,12,N,2,B,2,25,1,5,1,N,N,A,2,1
15677,1,7,6,4,B,H,Y,B,B,F,12,J,B,10,1,A,R,N,50,8,Y,11,B,1,22,1,8,3,N,N,A,1,1
15678,0,16,5,4,N,A,N,B,B,D,12,B,B,20,1,A,B,N,40,8,N,5,B,4,28,1,1,6,N,N,A,6,1
15681,0,17,10,3,N,B,N,B,B,D,12,B,B,10,3,A,I,N,49,8,N,7,A,1,25,1,16,6,N,N,C,1,3
15682,1,18,2,2,N,K,Y,B,C,E,12,H,B,20,1,A,J,N,88,9,N,15,A,2,34,1,20,2,Y,N,E,2,2
15684,0,2,19,4,C,K,N,B,D,F,2,H,B,10,2,A,R,N,56,20,N,8,A,2,34,1,24,2,Y,N,E,2,1
15685,0,11,21,3,N,K,N,B,B,E,12,J,D,10,1,A,K,N,88,21,N,16,A,2,34,1,12,5,Y,N,E,2,10
15688,0,5,20,1,N,K,Y,B,B,E,8,H,B,20,1,A,K,N,66,8,N,4,A,2,22,1,18,7,N,N,A,2,1
15689,1,10,13,1,N,C,Y,B,A,D,3,L,B,15,1,A,I,N,28,14,N,4,A,2,40,1,1,6,Y,N,E,3,1
15690,1,11,16,4,W,I,N,B,B,E,3,H,B,10,1,A,J,N,59,12,N,9,A,2,40,1,4,3,Y,N,E,2,1
15694,0,10,4,3,N,C,N,B,B,D,3,L,B,15,1,A,I,N,22,11,N,14,B,2,40,1,17,4,Y,N,E,2,1
15695,1,18,6,4,N,K,Y,B,B,E,8,H,B,10,2,A,R,N,33,10,N,10,A,3,28,1,17,6,Y,N,E,5,7
15697,1,14,18,1,N,K,N,B,B,F,12,H,B,10,2,A,K,N,35,11,Y,10,A,2,22,1,1,7,Y,N,E,2,1
15698,0,16,18,4,B,K,Y,B,B,E,8,J,B,20,3,A,M,N,46,13,N,10,C,3,25,1,13,6,Y,N,E,3,1
15700,1,10,8,3,N,K,Y,B,B,F,12,J,B,20,1,A,M,Y,27,11,Y,4,A,2,25,1,13,7,Y,Y,E,2,3
15702,1,7,14,2,B,A,N,B,B,D,8,B,B,20,1,A,B,Y,92,8,Y,7,A,2,28,1,17,3,Y,Y,E,2,1
15703,0,13,13,2,N,H,Y,B,B,E,3,J,B,20,1,A,K,Y,89,12,Y,19,E,2,40,1,1,4,N,Y,C,4,1
15705,0,8,11,3,N,K,N,B,B,E,12,H,B,15,1,A,L,N,74,17,Y,14,A,2,40,1,12,6,N,N,A,2,7
15706,0,10,18,5,N,C,Y,B,B,D,8,L,B,20,1,A,I,Y,51,16,N,9,C,1,31,1,9,3,Y,Y,E,3,1
15708,0,4,4,3,B,A,Y,B,D,D,8,B,B,10,1,A,B,Y,64,8,N,6,A,2,34,1,19,6,Y,Y,E,2,3
15710,0,19,11,2,N,A,Y,B,B,B,12,B,B,15,1,A,B,N,51,13,N,5,A,2,34,1,16,6,N,N,A,3,1
15712,1,2,2,1,C,B,N,B,B,D,2,B,B,15,1,N,B,N,41,12,N,2,B,2,28,1,14,5,Y,N,E,2,1
15716,1,2,15,4,N,A,Y,B,B,D,8,F,B,15,3,S,B,N,49,11,Y,8,C,2,40,1,23,3,Y,N,E,3,1
15717,1,16,8,3,B,A,Y,B,B,D,2,B,B,15,1,A,B,N,41,10,N,12,A,2,31,1,11,2,Y,N,C,2,2
15721,1,9,1,1,N,C,Y,B,B,D,3,B,B,15,1,A,I,N,76,10,N,7,B,2,37,1,4,4,N,N,A,3,1
15725,1,6,6,4,B,A,N,B,B,D,12,B,B,15,2,A,B,Y,56,6,N,13,A,2,37,1,1,1,Y,Y,C,4,4
15727,1,8,11,2,N,K,Y,B,C,E,2,H,B,15,1,A,R,N,97,11,N,9,A,3,40,1,11,6,Y,N,E,5,3
15731,0,2,11,1,C,H,N,B,B,E,2,K,B,15,1,A,R,N,55,11,N,9,D,2,34,1,24,2,Y,N,E,2,1
15733,1,12,10,7,N,H,N,C,B,E,12,J,B,10,1,A,R,N,54,10,N,4,B,1,22,1,8,3,N,N,A,1,1
15736,0,6,17,2,B,I,Y,B,B,E,8,H,B,15,1,A,R,N,49,11,N,12,A,2,40,1,14,5,Y,N,E,2,1
15737,1,10,12,2,H,H,N,B,B,E,8,H,B,20,1,A,K,Y,26,23,N,3,B,3,31,3,1,5,Y,Y,E,3,1
15739,0,6,19,1,B,A,N,B,B,D,3,B,B,15,1,A,B,Y,42,11,N,13,A,1,25,1,19,2,Y,Y,E,1,6
15743,1,7,11,7,B,A,Y,B,B,D,3,B,B,10,1,A,B,N,70,9,N,9,A,1,40,1,16,5,Y,N,D,1,1
15744,1,5,8,6,C,K,N,B,B,E,3,H,B,15,1,N,K,N,41,8,N,7,A,3,40,1,25,3,Y,N,E,3,1
15745,1,17,20,8,W,I,N,B,B,E,12,J,B,20,1,A,K,N,52,8,N,11,A,2,40,1,17,4,Y,N,E,2,8
15746,1,6,13,4,B,A,Y,B,B,D,2,B,B,20,1,A,B,Y,56,10,N,11,A,2,40,1,18,6,Y,Y,E,2,3
15748,0,11,15,4,W,A,N,B,B,D,3,L,B,5,1,A,I,Y,87,9,N,9,C,2,34,2,21,3,Y,Y,E,4,5
15753,1,19,17,4,B,C,Y,B,B,D,12,B,B,10,1,A,I,N,38,16,N,4,B,2,31,1,7,7,N,N,A,2,1
15755,1,6,17,2,B,I,N,B,B,E,12,H,B,5,4,A,R,Y,57,8,N,6,A,2,31,1,1,6,Y,Y,E,2,2
15756,1,14,21,1,N,C,N,B,B,D,8,L,B,15,3,A,D,N,56,23,N,5,A,2,31,1,17,3,Y,N,E,4,3
15757,1,8,8,5,N,C,N,B,B,D,3,B,B,20,1,A,B,N,51,12,N,9,A,2,31,1,15,6,Y,N,D,4,6
15758,1,6,19,1,B,A,N,B,B,D,3,B,B,15,1,A,A,N,77,9,N,4,A,1,25,1,16,1,N,N,A,2,1
15759,1,17,4,3,N,A,N,B,B,D,12,B,B,5,2,A,B,N,51,8,N,8,A,2,31,1,1,7,Y,N,C,4,2
15760,0,1,17,1,C,A,N,B,B,D,2,B,B,10,2,A,B,N,29,12,Y,5,B,2,34,1,21,6,N,N,E,2,5
15762,0,19,6,3,N,C,Y,B,B,D,8,A,B,10,1,A,B,N,50,16,N,4,B,2,37,1,4,5,N,N,A,2,1
15763,1,4,13,2,B,I,N,B,B,E,2,H,B,10,3,A,K,Y,91,8,N,13,A,2,31,1,5,2,Y,Y,E,3,3
15765,0,1,6,5,C,A,N,B,A,B,8,B,B,10,3,N,B,N,42,14,Y,7,A,2,31,1,21,6,Y,N,D,2,2
15766,1,5,9,6,C,A,N,A,B,B,3,B,B,15,1,N,B,N,93,11,N,9,C,2,34,1,3,4,Y,N,E,2,1
15767,0,3,6,4,N,C,Y,B,B,D,12,B,B,10,1,A,B,N,55,12,N,6,A,2,37,1,18,3,Y,N,E,2,2
15768,0,2,5,7,C,K,N,B,B,E,8,H,B,10,3,N,N,N,48,12,Y,15,A,1,37,1,23,5,Y,N,E,2,2
15769,0,18,4,3,G,K,Y,B,B,E,12,H,B,15,2,A,R,Y,74,17,N,9,A,2,37,1,15,6,Y,Y,E,2,4
15770,0,3,7,5,N,C,Y,B,B,D,8,B,A,10,1,A,B,N,33,10,N,5,B,2,40,1,5,6,N,N,A,4,1
15771,1,5,3,2,C,A,Y,B,B,D,3,B,B,20,1,N,B,N,12,9,N,3,B,2,22,1,4,2,N,N,A,2,1
15776,1,6,15,5,S,I,N,B,B,E,12,J,B,15,1,A,R,Y,89,6,N,15,A,4,34,2,3,2,Y,Y,E,4,6
15778,0,12,19,2,B,C,Y,B,B,D,3,L,B,10,3,A,D,N,51,19,Y,8,B,3,40,1,1,6,N,N,A,4,1
15779,1,5,21,5,B,A,N,B,B,D,8,B,B,15,1,A,I,Y,75,9,N,7,C,4,28,1,12,4,Y,Y,E,4,1
15780,1,2,18,3,N,K,Y,B,B,E,8,J,B,15,1,A,R,Y,94,12,N,22,A,4,22,1,11,1,Y,Y,E,4,10
15782,0,19,2,2,N,H,N,B,B,E,3,J,A,10,1,A,K,N,17,16,Y,7,B,2,25,1,3,7,N,N,A,4,1
15783,1,19,17,3,W,H,Y,A,B,D,3,B,B,5,1,A,E,N,34,17,N,14,A,4,40,1,17,6,Y,N,D,5,11
15784,0,1,17,2,C,A,N,B,B,D,8,B,B,20,3,D,B,N,38,13,Y,4,A,2,31,1,21,7,Y,N,D,2,11
15788,1,10,7,5,N,H,N,B,B,F,12,M,B,15,1,A,R,N,40,17,N,12,B,2,37,1,3,6,Y,N,E,2,1
15789,1,11,18,3,W,C,N,B,B,D,12,B,B,20,1,A,D,N,51,12,N,3,B,2,31,1,18,4,N,N,A,2,1
15793,1,17,6,4,N,B,Y,D,B,B,3,B,B,10,3,A,B,Y,82,9,Y,13,A,2,31,1,8,1,Y,Y,E,5,4
15797,1,4,5,4,N,A,N,B,B,D,3,B,B,10,3,A,B,N,32,6,Y,9,A,1,40,1,17,1,Y,N,E,1,1
15799,0,13,20,1,W,C,N,B,B,D,8,L,B,10,1,A,D,N,65,14,N,7,B,2,37,1,16,5,Y,N,E,2,1
15804,0,9,5,2,N,A,N,B,B,D,7,L,B,15,3,A,I,N,10,12,N,8,A,1,37,1,14,7,N,N,A,1,5
